WPSNR,FilePath,AttackSequence
64.15518435768466,output\wadeinthewater\tree\ACME_wadeinthewater_tree_13_1762163130943021500.bmp,JPEG (quality=90)
64.15518435768466,output\wadeinthewater\tree\ACME_wadeinthewater_tree_18_1762163135502681300.bmp,JPEG (quality=90)
64.15518435768466,output\wadeinthewater\tree\ACME_wadeinthewater_tree_19_1762163155967080600.bmp,JPEG (quality=90)
64.15518435768466,output\wadeinthewater\tree\ACME_wadeinthewater_tree_11_1762163159904602700.bmp,JPEG (quality=90)
61.82125943358248,output\wadeinthewater\tree\ACME_wadeinthewater_tree_3_1762163127090382600.bmp,JPEG (quality=87)
